lon,lat,E,N,chainage1,chainage2,deltaE,deltaN,heading1,heading_medfilt,heading_movmean,piecenum,rad_heading_movmean,rad_delta_heading
113.16509,37.84023,-1279.03,2799.93,66.42,3079.2,-6.15,13.17,334.9647,334.9684,334.9669,8,5.846275,1.292e-05
113.16502,37.84035,-1285.18,2813.1,66.44,3093.74,-6.14,13.15,334.9684,334.9647,334.9676,8,5.84628792,2.094e-05
113.16496,37.84047,-1291.32,2826.25,66.45,3108.25,-6.12,13.15,335.018,334.9684,334.9688,8,5.84630886,-7.844e-05
113.16489,37.84059,-1297.45,2839.4,66.47,3122.76,-6.14,13.14,334.9403,334.9684,334.9643,8,5.84623042,-6.553e-05
113.16482,37.84071,-1303.59,2852.54,66.48,3137.26,-6.11,13.13,335.052,334.9744,334.9606,8,5.84616489,-7.845e-05
113.16476,37.84083,-1309.7,2865.66,66.5,3151.74,-6.12,13.1,334.9459,334.9459,334.9561,8,5.84608644,2.095e-05
113.16469,37.84095,-1315.82,2878.76,66.51,3166.2,-6.11,13.1,334.9744,334.9459,334.9573,8,5.84610739,2.634e-05
113.16463,37.84107,-1321.94,2891.86,66.53,3180.65,-6.12,13.07,334.8911,334.9459,334.9588,8,5.84613373,0.00012574
113.16456,37.84119,-1328.06,2904.93,66.54,3195.08,-6.11,13.06,334.9392,334.9744,334.966,8,5.84625947,0.00022744
113.16449,37.8413,-1334.16,2917.98,66.56,3209.5,-6.1,13.06,334.9819,334.9819,334.979,8,5.84648691,0.00022745
113.16443,37.84142,-1340.26,2931.05,66.57,3223.91,-6.08,13.04,335.016,334.9819,334.9921,8,5.84671436,0.00012806
113.16436,37.84154,-1346.34,2944.09,66.59,3238.3,-6.07,13.04,335.0464,335.011,334.9994,8,5.84684242,0.00010171
113.1643,37.84166,-1352.41,2957.14,66.6,3252.69,-6.08,13.02,334.9735,335.011,335.0052,8,5.84694413,0.00013453
113.16423,37.84178,-1358.49,2970.15,66.62,3267.06,-6.07,13.02,335.011,335.011,335.0129,8,5.84707866,3.282e-05
113.16417,37.8419,-1364.56,2983.18,66.63,3281.42,-6.08,13,334.9416,335.011,335.0148,8,5.84711148,3.282e-05
113.1641,37.84202,-1370.63,2996.17,66.65,3295.77,-6.05,12.99,335.0205,335.0205,335.0167,8,5.8471443,-4.574e-05
113.16403,37.84213,-1376.68,3009.16,66.66,3310.1,-6.04,12.99,335.0599,335.0205,335.0141,8,5.84709856,-0.00010294
113.16397,37.84225,-1382.73,3022.15,66.68,3324.43,-6.04,12.98,335.035,335.0205,335.0082,8,5.84699562,-0.00013576
113.1639,37.84237,-1388.77,3035.13,66.69,3338.74,-6.04,12.94,334.9816,334.9979,335.0004,8,5.84685986,-0.00014708
113.16384,37.84249,-1394.81,3048.08,66.71,3353.03,-6.05,12.94,334.9493,334.9816,334.992,8,5.84671278,-7.856e-05
113.16377,37.84261,-1400.86,3061.02,66.72,3367.31,-6.03,12.93,334.9979,334.9816,334.9875,8,5.84663422,-6.851e-05
113.16371,37.84272,-1406.89,3073.95,66.74,3381.59,-6.03,12.92,334.9783,334.9783,334.9835,8,5.84656571,9.735e-05
113.16364,37.84284,-1412.92,3086.87,66.75,3395.85,-6.02,12.93,335.0162,334.9979,334.9891,8,5.84666306,-6.004e-05
113.16358,37.84296,-1418.94,3099.8,66.77,3410.1,-6.04,12.92,334.9389,334.9783,334.9857,8,5.84660302,0.00010866
113.16351,37.84308,-1424.98,3112.72,66.78,3424.36,-6.01,12.91,335.0201,335.0094,334.9919,8,5.84671168,-1.55e-05
113.16345,37.84319,-1431,3125.62,66.8,3438.6,-6.02,12.89,334.9644,334.9644,334.991,8,5.84669618,5.302e-05
113.16338,37.84331,-1437.02,3138.52,66.81,3452.83,-6.01,12.9,335.0094,335.0094,334.9941,8,5.8467492,-5.564e-05
113.16332,37.84343,-1443.03,3151.42,66.83,3467.07,-6.03,12.89,334.9213,334.9935,334.9909,8,5.84669356,0.00010175
113.16325,37.84355,-1449.06,3164.3,66.84,3481.29,-6,12.89,335.0169,334.9935,334.9967,8,5.84679531,-5.564e-05
113.16319,37.84366,-1455.07,3177.19,66.86,3495.51,-6.01,12.89,334.9935,334.9935,334.9935,8,5.84673967,6.485e-05
113.16312,37.84378,-1461.08,3190.08,66.87,3509.73,-6.01,12.87,334.9576,334.9935,334.9972,8,5.84680452,9.739e-05
113.16306,37.8439,-1467.09,3202.95,66.89,3523.94,-5.99,12.87,335.0263,334.9935,335.0028,8,5.84690191,6.485e-05
113.16299,37.84402,-1473.09,3215.82,66.9,3538.14,-6,12.86,334.9705,335.0121,335.0065,8,5.84696676,6.485e-05
113.16293,37.84413,-1479.09,3228.68,66.92,3552.33,-5.99,12.86,335.0121,335.0214,335.0102,8,5.84703161,-9.141e-05
113.16286,37.84425,-1485.08,3241.54,66.93,3566.52,-5.99,12.85,335.0249,335.0121,335.005,8,5.8469402,-0.00015625
113.1628,37.84437,-1491.07,3254.39,66.95,3580.69,-5.99,12.85,335.0214,335.0121,334.996,8,5.84678395,-0.0001888
113.16274,37.84448,-1497.06,3267.24,66.96,3594.87,-6.01,12.84,334.9093,334.9673,334.9852,8,5.84659515,-0.00013033
113.16267,37.8446,-1503.07,3280.08,66.98,3609.04,-5.99,12.83,334.9673,334.9673,334.9778,8,5.84646482,-0.00012379
113.16261,37.84472,-1509.06,3292.91,66.99,3623.21,-5.99,12.82,334.9511,334.9673,334.9707,8,5.84634103,8.913e-05
113.16254,37.84483,-1515.05,3305.74,67.01,3637.37,-5.98,12.83,334.9929,334.9747,334.9758,8,5.84643016,3.247e-05
113.16248,37.84495,-1521.04,3318.57,67.02,3651.52,-5.99,12.84,334.9747,334.9766,334.9776,8,5.84646263,8.985e-05
113.16241,37.84507,-1527.03,3331.41,67.04,3665.69,-5.99,12.84,334.9766,334.9929,334.9828,8,5.84655248,8.306e-05
113.16235,37.84518,-1533.03,3344.25,67.05,3679.86,-5.98,12.83,334.9931,334.9766,334.9875,8,5.84663554,7.652e-05
113.16228,37.8453,-1539.01,3357.08,67.07,3694.02,-5.98,12.83,334.9985,334.9931,334.9919,8,5.84671206,-0.00018129
113.16222,37.84542,-1545,3369.91,67.08,3708.18,-6,12.82,334.9135,334.9985,334.9815,8,5.84653077,-0.00012464
113.16215,37.84554,-1551,3382.73,67.1,3722.34,-5.95,12.84,335.1383,334.9985,334.9744,8,5.84640613,-0.00018203
113.16209,37.84565,-1556.95,3395.57,67.11,3736.49,-5.98,12.84,335.035,334.9409,334.964,8,5.8462241,-0.00020115
113.16202,37.84577,-1562.93,3408.41,67.13,3750.65,-5.99,12.82,334.9409,334.9409,334.9524,8,5.84602295,-9.88e-06
113.16196,37.84589,-1568.92,3421.23,67.14,3764.8,-5.99,12.81,334.9319,334.9409,334.9519,8,5.84601307,0.00029931
113.1619,37.846,-1574.91,3434.04,67.16,3778.95,-6.01,12.81,334.8686,334.9409,334.969,8,5.84631238,0.0002993
113.16183,37.84612,-1580.92,3446.85,67.17,3793.1,-5.97,12.83,335.0607,334.9957,334.9862,8,5.84661168,0.00021093
113.16177,37.84624,-1586.89,3459.69,67.19,3807.25,-5.97,12.82,335.0355,335.0267,334.9983,8,5.84682261,0.00019177
113.1617,37.84635,-1592.86,3472.5,67.2,3821.39,-5.98,12.81,334.9957,335.0267,335.0092,8,5.84701438,1.965e-05
113.16164,37.84647,-1598.83,3485.31,67.22,3835.52,-5.97,12.81,335.0267,335.0013,335.0104,8,5.84703403,-0.00010753
113.16157,37.84659,-1604.8,3498.13,67.23,3849.66,-5.98,12.81,334.9959,334.9959,335.0042,8,5.8469265,-0.00013785
113.16151,37.8467,-1610.77,3510.94,67.25,3863.79,-5.98,12.82,335.0013,335.0013,334.9963,8,5.84678865,-4.948e-05
113.16144,37.84682,-1616.75,3523.75,67.26,3877.93,-5.98,12.8,334.9725,334.9959,334.9935,8,5.84673917,8.329e-05
113.16138,37.84694,-1622.72,3536.55,67.28,3892.06,-5.97,12.81,335.0197,334.9872,334.9983,8,5.84682246,-4.949e-05
113.16131,37.84705,-1628.69,3549.36,67.29,3906.19,-5.99,12.8,334.9145,334.9872,334.9954,8,5.84677297,-3.032e-05
113.16125,37.84717,-1634.68,3562.16,67.31,3920.32,-5.98,12.81,334.9872,335.0197,334.9937,8,5.84674265,-0.00010044
113.16119,37.84729,-1640.66,3574.97,67.32,3934.45,-5.97,12.81,335.029,334.9872,334.9879,8,5.84664221,-0.00010044
113.16112,37.8474,-1646.63,3587.78,67.34,3948.59,-5.96,12.82,335.0779,334.9872,334.9822,8,5.84654177,-0.00023908
113.16106,37.84752,-1652.58,3600.6,67.35,3962.73,-5.98,12.8,334.9493,334.9584,334.9685,8,5.84630269,-0.00010044
113.16099,37.84764,-1658.57,3613.4,67.37,3976.86,-5.98,12.81,334.9584,334.9584,334.9627,8,5.84620225,-2.379e-05
113.16093,37.84775,-1664.55,3626.21,67.38,3990.99,-5.98,12.8,334.9512,334.9512,334.9614,8,5.84617846,0.00010919
113.16086,37.84787,-1670.54,3639.02,67.4,4005.13,-5.98,12.8,334.9804,334.9584,334.9676,8,5.84628765,0.00010918
113.1608,37.84798,-1676.51,3651.82,67.41,4019.26,-5.98,12.79,334.9314,334.9804,334.9739,8,5.84639683,0.00013421
113.16073,37.8481,-1682.49,3664.61,67.43,4033.38,-5.98,12.81,334.9931,334.9897,334.9816,8,5.84653104,2.745e-05
113.16067,37.84822,-1688.47,3677.42,67.44,4047.51,-5.98,12.82,335.0167,334.9897,334.9831,9,5.84655849,-4.92e-05
113.1606,37.84833,-1694.44,3690.24,67.46,4061.66,-5.98,12.81,334.9897,334.9897,334.9803,9,5.84650929,-8.829e-05
113.16054,37.84845,-1700.42,3703.05,67.47,4075.79,-6,12.81,334.8918,334.9663,334.9752,9,5.846421,-8.829e-05
113.16048,37.84857,-1706.42,3715.86,67.49,4089.94,-5.98,12.81,334.9644,334.9663,334.9702,9,5.84633271,-0.00024529
113.16041,37.84868,-1712.41,3728.67,67.5,4104.08,-5.98,12.81,334.9663,334.9644,334.9561,9,5.84608742,-0.00016354
113.16035,37.8488,-1718.39,3741.48,67.52,4118.22,-5.97,12.81,335.0208,334.9644,334.9468,9,5.84592388,-0.00016355
113.16028,37.84892,-1724.36,3754.29,67.53,4132.35,-5.99,12.8,334.9193,334.9194,334.9374,9,5.84576033,-0.00015699
113.16022,37.84903,-1730.35,3767.09,67.55,4146.48,-5.99,12.8,334.9175,334.9194,334.9284,9,5.84560334,-7.363e-05
113.16015,37.84915,-1736.34,3779.9,67.56,4160.62,-5.99,12.8,334.9194,334.9194,334.9242,9,5.84552971,8.337e-05
113.16009,37.84927,-1742.33,3792.7,67.58,4174.76,-5.96,12.81,335.0538,334.9194,334.929,9,5.84561308,8.337e-05
113.16002,37.84938,-1748.29,3805.51,67.59,4188.88,-5.97,12.8,334.9831,334.9433,334.9337,9,5.84569645,8.336e-05
113.15996,37.8495,-1754.26,3818.31,67.61,4203.01,-5.99,12.8,334.9142,334.9433,334.9385,9,5.84577981,8.337e-05
113.15989,37.84962,-1760.26,3831.11,67.62,4217.14,-5.98,12.8,334.9433,334.9433,334.9433,9,5.84586318,3.209e-05
113.15983,37.84973,-1766.24,3843.91,67.64,4231.27,-5.98,12.79,334.9343,334.9433,334.9451,9,5.84589527,0.00031166
113.15977,37.84985,-1772.22,3856.7,67.65,4245.4,-5.98,12.8,334.9525,334.9433,334.963,9,5.84620693,0.00031165
113.1597,37.84997,-1778.21,3869.51,67.67,4259.53,-5.95,12.81,335.0906,334.9525,334.9808,9,5.84651858,0.00012169
113.15964,37.85008,-1784.16,3882.32,67.68,4273.65,-5.99,12.79,334.9,335.0326,334.9878,9,5.84664027,0.00012169
113.15957,37.8502,-1790.15,3895.11,67.7,4287.78,-5.97,12.82,335.0397,335.0326,334.9948,9,5.84676196,8.959e-05
113.15951,37.85032,-1796.11,3907.93,67.71,4301.92,-5.97,12.81,335.0326,334.9781,334.9999,9,5.84685155,-0.00018996
113.15944,37.85043,-1802.08,3920.74,67.73,4316.05,-5.98,12.82,334.9781,334.9781,334.989,9,5.84666159,-0.00015722
113.15938,37.85055,-1808.06,3933.56,67.74,4330.2,-5.99,12.82,334.9384,334.9781,334.98,9,5.84650437,3.274e-05
113.15931,37.85067,-1814.06,3946.37,67.76,4344.34,-5.99,12.82,334.9457,334.9781,334.9819,9,5.84653711,0.00019651
113.15925,37.85078,-1820.05,3959.19,67.77,4358.5,-5.98,12.83,335.0344,334.9875,334.9932,9,5.84673362,3.274e-05
113.15918,37.8509,-1826.03,3972.03,67.79,4372.65,-5.97,12.82,335.0437,334.9875,334.995,9,5.84676636,-8.671e-05
113.15912,37.85102,-1831.99,3984.85,67.8,4386.79,-5.98,12.83,334.9875,335.0344,334.9901,9,5.84667965,-0.00013184
113.15906,37.85113,-1837.98,3997.67,67.82,4400.95,-6,12.81,334.9043,334.9875,334.9825,9,5.84654781,-0.00011945
113.15899,37.85125,-1843.98,4010.49,67.83,4415.09,-5.98,12.84,335.0419,334.9533,334.9757,9,5.84642836,-0.00028322
113.15893,37.85137,-1849.95,4023.32,67.85,4429.26,-5.99,12.82,334.9533,334.9498,334.9594,9,5.84614514,-0.00013185
113.15886,37.85148,-1855.94,4036.15,67.86,4443.41,-6,12.82,334.9208,334.9533,334.9519,9,5.84601329,8.922e-05
113.1588,37.8516,-1861.95,4048.97,67.88,4457.57,-6,12.84,334.9498,334.9533,334.957,9,5.84610251,0.00014542
113.15873,37.85172,-1867.95,4061.81,67.89,4471.74,-5.99,12.85,334.9914,334.9498,334.9653,9,5.84624793,8.922e-05
113.15867,37.85183,-1873.94,4074.66,67.91,4485.92,-5.99,12.84,334.9789,334.9789,334.9704,9,5.84633715,9.631e-05
113.1586,37.85195,-1879.93,4087.5,67.92,4500.09,-6.01,12.83,334.9029,334.9914,334.976,9,5.84643346,0.00010871
113.15854,37.85207,-1885.94,4100.33,67.94,4514.26,-5.98,12.85,335.0206,334.9789,334.9822,9,5.84654217,-9.968e-05
113.15847,37.85218,-1891.93,4113.18,67.95,4528.43,-5.98,12.85,335.0297,334.9809,334.9765,9,5.84644249,-0.00014348
113.15841,37.8523,-1897.91,4126.03,67.97,4542.61,-6.01,12.86,334.9411,334.9809,334.9683,9,5.84629901,-9.967e-05
113.15834,37.85242,-1903.92,4138.88,67.98,4556.8,-6,12.86,334.9809,334.9503,334.9625,9,5.84619934,-0.00015127
113.15828,37.85254,-1909.93,4151.75,68,4570.99,-6.02,12.87,334.9376,334.9503,334.9539,9,5.84604807,-0.00010676
113.15821,37.85265,-1915.95,4164.62,68.01,4585.2,-6.01,12.86,334.9503,334.9503,334.9478,9,5.84594131,-5.561e-05
113.15815,37.85277,-1921.96,4177.48,68.03,4599.4,-6.01,12.88,334.9756,334.9376,334.9446,9,5.8458857,-8.053e-05
113.15808,37.85289,-1927.97,4190.36,68.04,4613.61,-6.04,12.88,334.8801,334.9503,334.94,9,5.84580517,-8.054e-05
113.15802,37.853,-1934.01,4203.23,68.06,4627.83,-6.04,12.85,334.8386,334.9344,334.9353,9,5.84572463,-1.11e-05
113.15795,37.85312,-1940.04,4216.09,68.07,4642.03,-5.99,12.88,335.0426,334.9272,334.9347,9,5.84571353,-5.561e-05
113.15789,37.85324,-1946.04,4228.96,68.09,4656.24,-6.02,12.87,334.9344,334.9272,334.9315,9,5.84565792,-2.492e-05
113.15782,37.85336,-1952.06,4241.84,68.1,4670.44,-6.02,12.87,334.9272,334.9344,334.9301,9,5.845633,-1.173e-05
113.15776,37.85347,-1958.08,4254.7,68.12,4684.65,-6.03,12.88,334.9165,334.9344,334.9294,9,5.84562127,-1.172e-05
113.15769,37.85359,-1964.1,4267.58,68.13,4698.87,-6.01,12.87,334.9725,334.9272,334.9288,9,5.84560955,-3.665e-05
113.15763,37.85371,-1970.12,4280.46,68.15,4713.08,-6.01,12.88,334.9798,334.9239,334.9267,9,5.8455729,-3.664e-05
113.15756,37.85383,-1976.13,4293.34,68.16,4727.29,-6.03,12.88,334.9239,334.9239,334.9246,9,5.84553626,-2.405e-05
113.1575,37.85394,-1982.16,4306.22,68.18,4741.52,-6.03,12.88,334.9204,334.9239,334.9232,9,5.84551221,0.00014541
113.15743,37.85406,-1988.18,4319.1,68.19,4755.74,-6.04,12.88,334.8862,334.9239,334.9315,9,5.84565762,0.00014541
113.15737,37.85418,-1994.22,4331.98,68.21,4769.97,-6.02,12.89,334.9655,334.9204,334.9398,9,5.84580303,7.662e-05
113.1573,37.85429,-2000.24,4344.87,68.22,4784.19,-6,12.91,335.0592,334.9655,334.9442,9,5.84587965,7.662e-05
113.15724,37.85441,-2006.24,4357.78,68.24,4798.43,-6.06,12.9,334.854,334.9655,334.9486,9,5.84595627,0.00021449
113.15717,37.85453,-2012.3,4370.68,68.25,4812.68,-6.03,12.92,334.9818,334.9458,334.9609,9,5.84617076,-6.879e-05
113.15711,37.85465,-2018.33,4383.6,68.27,4826.94,-6.05,12.94,334.9458,334.9458,334.957,9,5.84610197,-0.00016217
113.15704,37.85476,-2024.38,4396.54,68.28,4841.22,-6.07,12.93,334.8723,334.9818,334.9477,9,5.8459398,0.0002149
113.15698,37.85488,-2030.44,4409.47,68.3,4855.5,-6.03,12.97,335.0695,334.9458,334.96,9,5.8461547,0.0002149
113.15691,37.855,-2036.47,4422.44,68.31,4869.81,-6.05,12.99,335.0336,334.9191,334.9723,9,5.8463696,-0.00013955
113.15685,37.85512,-2042.52,4435.43,68.33,4884.14,-6.09,13.02,334.9173,335.0074,334.9643,9,5.84623005,0.0002149
113.15678,37.85524,-2048.62,4448.45,68.34,4898.51,-6.12,13.08,334.9191,335.0074,334.9766,9,5.84644495,0.00034416
113.15671,37.85536,-2054.74,4461.53,68.36,4912.95,-6.13,13.15,335.0074,334.9418,334.9963,9,5.84678911,7.46e-05
113.15665,37.85548,-2060.87,4474.69,68.37,4927.47,-6.15,13.2,335.0177,335.0074,335.0006,9,5.84686371,0.00011943
113.15658,37.8556,-2067.02,4487.89,68.39,4942.03,-6.2,13.27,334.9418,335.0177,335.0075,9,5.84698314,0.00034834
113.15652,37.85572,-2073.22,4501.16,68.4,4956.68,-6.22,13.35,335.0288,335.0288,335.0274,9,5.84733148,0.00011943
113.15645,37.85584,-2079.44,4514.5,68.42,4971.4,-6.22,13.38,335.0876,335.0416,335.0343,9,5.84745091,6.935e-05
113.15638,37.85596,-2085.66,4527.89,68.43,4986.16,-6.24,13.44,335.0834,335.0416,335.0382,9,5.84752026,1.831e-05
113.15631,37.85608,-2091.9,4541.33,68.45,5000.98,-6.27,13.47,335.0416,335.0416,335.0393,9,5.84753857,-5.07e-05
113.15625,37.85621,-2098.17,4554.8,68.46,5015.84,-6.3,13.51,335.0086,335.0375,335.0364,9,5.84748787,-5.07e-05
113.15618,37.85633,-2104.47,4568.31,68.48,5030.75,-6.31,13.55,335.0375,335.034,335.0335,9,5.84743717,-6.268e-05
113.15611,37.85645,-2110.78,4581.86,68.49,5045.69,-6.32,13.57,335.034,335.0271,335.0299,9,5.84737449,-0.00017363
113.15604,37.85658,-2117.09,4595.43,68.51,5060.66,-6.33,13.58,335.0271,335.0271,335.0199,9,5.84720086,-0.00016131
113.15597,37.8567,-2123.42,4609.02,68.52,5075.65,-6.36,13.59,334.9142,335.0237,335.0107,9,5.84703955,-0.00013714
113.1559,37.85682,-2129.78,4622.61,68.54,5090.65,-6.34,13.6,335.0237,334.9878,335.0028,9,5.84690241,-0.00013715
113.15584,37.85695,-2136.12,4636.21,68.55,5105.65,-6.36,13.61,334.9417,334.9878,334.995,9,5.84676526,-0.00012516
113.15577,37.85707,-2142.48,4649.81,68.57,5120.68,-6.35,13.62,334.9878,334.9878,334.9878,9,5.8466401,-0.000171
113.1557,37.85719,-2148.83,4663.43,68.58,5135.7,-6.34,13.62,335.0237,334.9878,334.978,9,5.8464691,-0.000171
113.15563,37.85732,-2155.18,4677.05,68.6,5150.73,-6.37,13.61,334.9197,334.9878,334.9682,9,5.8462981,2.116e-05
113.15556,37.85744,-2161.55,4690.67,68.61,5165.76,-6.33,13.64,335.1091,334.9388,334.9694,9,5.84631926,-7.75e-06
113.15549,37.85757,-2167.88,4704.3,68.63,5180.79,-6.36,13.59,334.9199,334.9388,334.969,9,5.84631151,-7.76e-06
113.15542,37.85769,-2174.24,4717.89,68.64,5195.8,-6.34,13.57,334.9388,334.9939,334.9685,9,5.84630375,0.00017572
113.15536,37.85781,-2180.58,4731.46,68.66,5210.77,-6.32,13.54,334.9939,334.9856,334.9786,9,5.84647947,0.00016324
113.15529,37.85794,-2186.9,4745,68.67,5225.72,-6.31,13.53,335.0043,334.9856,334.988,9,5.84664271,-2.892e-05
113.15522,37.85806,-2193.2,4758.53,68.69,5240.64,-6.31,13.52,334.9856,334.9892,334.9863,9,5.84661379,1.247e-05
113.15515,37.85818,-2199.51,4772.05,68.7,5255.56,-6.31,13.51,334.9822,334.9856,334.987,9,5.84662626,1.248e-05
113.15508,37.85831,-2205.82,4785.56,68.72,5270.47,-6.31,13.52,334.9892,334.9856,334.9877,9,5.84663874,2.992e-05
113.15502,37.85843,-2212.12,4799.08,68.73,5285.39,-6.32,13.52,334.9291,334.9892,334.9894,9,5.84666866,9.036e-05
113.15495,37.85855,-2218.45,4812.6,68.75,5300.32,-6.32,13.54,334.9977,334.9892,334.9946,9,5.84675902,0.00010164
113.15488,37.85868,-2224.77,4826.14,68.76,5315.26,-6.32,13.55,335.0115,334.9977,335.0004,9,5.84686066,8.916e-05
113.15481,37.8588,-2231.08,4839.7,68.78,5330.21,-6.33,13.56,334.9652,335.0115,335.0055,9,5.84694982,8.917e-05
113.15474,37.85892,-2237.42,4853.26,68.79,5345.18,-6.33,13.58,335.02,335.0147,335.0107,9,5.84703899,-2.406e-05
113.15467,37.85905,-2243.74,4866.84,68.81,5360.16,-6.33,13.59,335.0405,335.0147,335.0093,9,5.84701493,-7.211e-05
113.15461,37.85917,-2250.07,4880.43,68.82,5375.15,-6.34,13.61,335.0147,335.0147,335.0051,9,5.84694282,-0.00010125
113.15454,37.85929,-2256.41,4894.04,68.84,5390.17,-6.35,13.62,334.9908,334.9908,334.9993,9,5.84684157,-0.00010126
113.15447,37.85942,-2262.77,4907.66,68.85,5405.2,-6.36,13.64,334.9857,334.9908,334.9935,9,5.84674031,-0.00010707
113.1544,37.85954,-2269.13,4921.3,68.87,5420.25,-6.39,13.66,334.9295,334.9857,334.9874,9,5.84663324,-1.76e-05
113.15433,37.85967,-2275.52,4934.95,68.88,5435.32,-6.37,13.66,334.9908,334.9857,334.9864,9,5.84661564,-2.369e-05
113.15426,37.85979,-2281.89,4948.61,68.9,5450.39,-6.39,13.66,334.9398,334.984,334.985,9,5.84659195,3.5e-07
113.15419,37.85992,-2288.28,4962.28,68.91,5465.48,-6.38,13.68,334.9925,334.9858,334.9851,9,5.8465923,3.5e-07
113.15412,37.86004,-2294.66,4975.95,68.93,5480.57,-6.39,13.69,334.984,334.984,334.9851,9,5.84659265,7.11e-05
113.15406,37.86016,-2301.05,4989.65,68.94,5495.68,-6.39,13.69,334.9858,334.9858,334.9892,9,5.84666375,6.494e-05
113.15399,37.86029,-2307.44,5003.34,68.96,5510.8,-6.42,13.71,334.9129,334.9858,334.9929,9,5.84672869,7.11e-05
113.15392,37.86041,-2313.85,5017.05,68.97,5525.93,-6.4,13.73,335.0111,335.0044,334.997,9,5.84679979,-4.608e-05
113.15385,37.86054,-2320.25,5030.78,68.99,5541.08,-6.4,13.73,335.0112,335.0044,334.9943,9,5.84675371,-5.871e-05
113.15378,37.86066,-2326.65,5044.51,69,5556.23,-6.41,13.75,335.0044,335.0044,334.9909,9,5.846695,-0.00012365
113.15371,37.86079,-2333.06,5058.26,69.02,5571.39,-6.42,13.74,334.969,334.9726,334.9839,9,5.84657135,-0.00011102
113.15364,37.86091,-2339.48,5072,69.03,5586.56,-6.43,13.75,334.9538,334.969,334.9775,9,5.84646033,-4.445e-05
113.15357,37.86104,-2345.91,5085.75,69.05,5601.74,-6.41,13.73,334.9726,334.969,334.975,9,5.84641588,6.656e-05
113.1535,37.86116,-2352.31,5099.48,69.06,5616.89,-6.41,13.71,334.9507,334.9726,334.9788,9,5.84648244,7.92e-05
113.15343,37.86129,-2358.72,5113.19,69.08,5632.02,-6.38,13.68,334.9917,334.9917,334.9833,9,5.84656164,-1.574e-05
113.15336,37.86141,-2365.1,5126.86,69.09,5647.12,-6.35,13.63,335.0125,334.9917,334.9824,9,5.8465459,-2.836e-05
113.1533,37.86154,-2371.46,5140.5,69.11,5662.15,-6.33,13.58,335.0232,334.9917,334.9808,9,5.84651754,-9.607e-05
113.15323,37.86166,-2377.78,5154.08,69.12,5677.14,-6.32,13.51,334.9155,334.9645,334.9753,9,5.84642147,-9.493e-05
113.15316,37.86178,-2384.1,5167.59,69.14,5692.05,-6.27,13.42,334.9641,334.9645,334.9698,9,5.84632654,-9.348e-05
113.15309,37.86191,-2390.37,5181.01,69.15,5706.87,-6.24,13.36,334.9645,334.9641,334.9645,9,5.84623306,3.266e-05
113.15302,37.86203,-2396.61,5194.37,69.17,5721.61,-6.2,13.28,334.9649,334.9645,334.9664,9,5.84626572,3.266e-05
113.15296,37.86215,-2402.82,5207.65,69.18,5736.27,-6.17,13.2,334.953,334.9649,334.9682,9,5.84629838,3.38e-05
113.15289,37.86227,-2408.99,5220.85,69.2,5750.84,-6.11,13.11,334.9995,334.9738,334.9702,9,5.84633218,3.265e-05
113.15282,37.86239,-2415.1,5233.96,69.21,5765.3,-6.07,13.03,335.0358,334.9738,334.972,9,5.84636483,3.122e-05
113.15276,37.86251,-2421.16,5246.99,69.23,5779.68,-6.05,12.95,334.9738,334.9738,334.9738,9,5.84639605,9.317e-05
113.15269,37.86262,-2427.21,5259.94,69.24,5793.97,-6.01,12.86,334.9581,334.9738,334.9792,9,5.84648922,9.316e-05
113.15263,37.86274,-2433.22,5272.8,69.26,5808.17,-5.98,12.8,334.9493,334.9738,334.9845,9,5.84658238,9.317e-05
113.15256,37.86286,-2439.2,5285.6,69.27,5822.29,-5.92,12.7,335.0211,335.0005,334.9898,9,5.84667555,7.819e-05
113.1525,37.86297,-2445.12,5298.3,69.29,5836.31,-5.88,12.62,335.0127,335.0005,334.9943,9,5.84675374,7.819e-05
113.15244,37.86309,-2451,5310.92,69.3,5850.23,-5.84,12.53,335.0005,335.0005,334.9988,9,5.84683193,-1.934e-05
113.15237,37.8632,-2456.84,5323.45,69.32,5864.05,-5.83,12.44,334.8892,334.9962,334.9977,9,5.84681259,-1.933e-05
113.15231,37.86332,-2462.68,5335.9,69.33,5877.8,-5.77,12.37,334.9962,334.9962,334.9966,9,5.84679326,-1.934e-05
113.15225,37.86343,-2468.44,5348.27,69.35,5891.45,-5.73,12.29,334.995,334.995,334.9955,9,5.84677392,-6.2e-06
113.15219,37.86354,-2474.18,5360.56,69.36,5905.01,-5.7,12.22,335.0108,334.995,334.9951,9,5.84676772,-5.195e-05
113.15212,37.86365,-2479.87,5372.78,69.38,5918.49,-5.67,12.12,334.9445,334.995,334.9921,9,5.84671577,-4.76e-05
113.15206,37.86376,-2485.54,5384.9,69.39,5931.87,-5.62,12.04,334.97,334.9944,334.9894,9,5.84666817,-1.84e-06
113.152,37.86387,-2491.16,5396.93,69.41,5945.15,-5.57,11.96,335.0074,334.9813,334.9893,9,5.84666633,-4.759e-05
