113.007975540004	37.9925274	3769.931	501	
113.007953540004	37.99254814	3769.935	504	
113.007931640004	37.9925689	3769.938	507	
113.007909640004	37.99258964	3769.942	510	
113.007887640004	37.99261038	3769.946	513	
113.007865740004	37.99263113	3769.95	516	
113.007843740004	37.99265187	3769.953	519	
113.007821840004	37.99267261	3769.957	522	
113.007799840003	37.99269336	3769.961	525	
113.007777840003	37.99271411	3769.965	528	
113.007755940003	37.99273486	3769.969	531	
113.007733940003	37.9927556	3769.972	534	
113.007711940003	37.99277634	3769.976	537	
113.007690040003	37.99279709	3769.98	540	
113.007668040003	37.99281783	3769.983	543	
113.007646140003	37.99283857	3769.987	546	
113.007624140002	37.99285932	3769.991	549	
113.007602140002	37.99288007	3769.995	552	
113.007580240002	37.99290081	3769.999	555	
113.007558240002	37.99292156	3770.002	558	
113.007536240002	37.9929423	3770.006	561	
113.007514340002	37.99296304	3770.01	564	
113.007492340002	37.99298379	3770.013	567	
113.007470440002	37.99300454	3770.017	570	
113.007448440001	37.99302528	3770.021	573	
113.007426440001	37.99304602	3770.025	576	
113.007404540001	37.99306677	3770.029	579	
113.007382540001	37.99308752	3770.032	582	
113.007360640001	37.99310826	3770.036	585	
113.007338640001	37.99312901	3770.04	588	
113.007316640001	37.99314975	3770.043	591	
113.007294740001	37.9931705	3770.047	594	
113.00727274	37.99319124	3770.051	597	
113.00725074	37.99321198	3770.055	600	
113.00722884	37.99323273	3770.059	603	
113.007207088843	37.9932532838842	3770.062	606	
